WH Name,Variacion absoluta,inventario
"NTW - Kansas City, MO",-9592.92,3135080.25
NTW - DENVER CO,-30145.75,14468846.87
NTW - ANCHORAGE,8995.28,3042372.94
NTW - COLORADO SPRINGS CO,15094.83,4005917.44
NTW - MESQUITE TX,-76061.37,7278008.49
NTW - PROVIDENCE NEW BEDF,-751.99,5909109.43
NTW - DENVER CO,-79134.67,7285377.92
NTW - JACKSON MS,-7071.92,5201639.25
NTW - PITTSBURGH,-15007.28,4756645.78
NTW - SALT LAKE CITY UT,64089.95,16760954.89
NTW - TUCSON AZ,-3503.01,5312297.30
NTW - DES MOINES AMES,-1904.30,3899352.32
NTW - LEXINGTON,43.13,3356344.42
NTW - DALLAS FT WORTH TX,-12293.74,9262746.99
NTW - DETROIT,-20608.62,6336331.84
NTW - PLAINVILLE IN,146.25,3772168.82
NTW - LOUISVILLE KY,-47947.37,5729737.37
NTW - NORMAL IL,-5186.75,4818994.13
NTW - EL PASO LAS CRUCES,475.95,3089249.57
NTW - BURIEN WA,-4095.05,6288936.85
NTW - ATLANTA,-142288.76,6763404.20
NTW - ATLANTA,-12586.32,7430620.44
NTW - HOUSTON TX,-117378.66,9307536.35
NTW - LITTLE ROCK PINE BL,-1248.19,3709083.44
NTW - DURHAM NC,12450.31,7479518.05
NTW - SHARONVILLE OH,-27714.39,4618942.72
NTW - MOBILE-PENSACOLA (F,-4430.86,3631774.49
NTW - HARTFORD & NEW HAVE,2753.33,4242520.81
NTW - MIAMI-FT. LAUDERDAL,-24562.90,7564711.93
NTW - KAPOLEI HI,-18579.49,3078555.67
NTW - OKLAHOMA CITY OK,-6943.73,7218209.93
NTW - PORTLAND OR,3770.77,5684117.56
NTW - SPOKANE WA,-9549.88,3299643.46
NTW - MEMPHIS TN,-2177.99,3835967.62
NTW - PFLUGERVILLE TX,-15710.52,6094543.02
NTW - CHARLOTTE,-41887.38,8399190.50
NTW - HOUSTON,20993.81,8140086.30
NTW - TULSA OK,-3160.70,3773308.45
NTW - BOSTON (MANCHESTER),-525.54,2819825.75
NTW - SAN ANTONIO TX,-8385.35,3936332.15
NTW - OMAHA NE,-26033.78,3061922.70
NTW - GRAND RAPIDS KALMZO,73134.59,2680767.72
NTW - KNOXVILLE TN,4028.24,3268090.38
NTW - TOLEDO OH,-7155.13,3162912.75
NTW - DALLAS FT WORTH TX,-119221.56,1763869.93
NTW - CHARLESTON-HUNTINGT,374.08,3814312.62
NTW - BURLINGTON PLATTSBU,-4126.03,5926529.69
NTW - CHICAGO IL,28455.69,2825419.69
NTW - ALBUQUERQUE SANTA F,25786.32,1804395.08
NTW - TALLAHASSEE THOMASV,6004.42,2738412.35
NTW - ST. LOUIS MO,297.49,4244565.28
NTW - NEW YORK NJ,5734.88,4523568.49
NTW - NEW YORK NY,221.39,2897260.50
NTW - BATON ROUGE LA,5776.08,4875571.35
NTW - SPRINGFIELD MO,-20953.54,7508479.40
NTW - SHREVEPORT LA,-827.35,2281087.56
NTW - LOS ANGELES CA,20250.17,6056133.01
NTW - MILWAUKEE WI,-2361.79,3489773.01
NTW - HARRISBURG-LNCSTR-L,-11383.78,4526638.52
NTW - SAN DIEGO CA,47484.62,4138142.78
NTW - LAS VEGAS NV,-9175.50,3197921.48
NTW - KANSAS CITY MO,-7129.25,9310675.27
NTW - MINNEAPOLIS-ST. PAU,9918.61,6445806.64
NTW - MYRTLE BEACH-FLOREN,-5966.15,4243501.90
NTW - COLUMBIA SC,-6089.72,2738304.20
NTW - LUBBOCK TX,-107155.87,6813507.64
NTW - SAN FRANCISCO-OAK-S,37809.83,5757472.85
"NTW - Albany, GA",11110.14,3400630.37
NTW - WORCESTER MA,12054.85,5139665.40
"NTW - Halethorpe, MD",68729.16,8972185.23
"NTW - Dothan, AL",6750.76,4850093.37
NTW - Florence SC,-25267.50,4792464.88
"NTW - Gainesville, GA",-20743.23,4306253.36
"NTW - Greer, SC",36602.32,6510916.51
"NTW - Grovetown, GA",-590.27,4295765.57
"NTW - Jacksonville, FL",-32338.07,7627335.72
"NTW - Macon, GA",3914.76,3370046.21
"NTW - Orlando, FL",-59883.63,5933711.97
"NTW - Savannah, GA",5760.55,3790141.70
"NTW - Richmond, VA",12265.33,5668137.46
"NTW - WPB, FL",22264.39,7488617.70
NTW - Roanoke VA,-4124.03,4812645.62
"NTW - Tampa, FL",2713.19,7755954.62
NTW - Birmingham AL,23718.89,7927179.32
NTW - Greensboro NC,6319.00,5448031.30
"NTW - Norfolk, VA",-50786.62,4952169.52
"NTW - FT MYERS, FL",-21157.65,6264952.04
NTW - San Antonio TX,-142495.37,3846947.79
"NTW - Longview, TX",2229.23,2279569.05
"NTW - Marietta, GA",1651.00,6091700.66
"NTW - Charleston, SC",45328.19,5164099.90
"NTW - Auburn, ME",-811744.38,6131124.27
"NTW - Manassas, VA",-37164.76,7404188.24
NTW - Ocoee TN,-34218.25,3061246.25
"NTW - Knoxville, TN",594.81,3851881.54
"NTW - Rochester, NY",-70521.71,4649467.97
"NTW - Colonie, NY",-104113.04,5702731.50
"NTW - Nashville, TN",1758.37,6763468.33
"NTW - Montgomery, AL",-3411.31,6673546.31
"NTW - Wichita, KS",8974.81,5975452.94
NTW - Santa Fe Springs CA,-110287.73,6484930.50
NTW - Glendale IL,22488.41,7093220.19
"NTW - Lansdale, PA",74632.05,7298321.60
"NTW - Lockbourne, OH",-19001.99,6139418.14
NTW - Benicia CA,6268.41,14107938.35
NTW - Columbia MO,-15001.07,2268924.94
"NTW - Redlands, CA",-66859.38,19128102.49
"NTW - Fresno, CA",8805.62,7125950.42
"NTW - Tolleson, AZ",-145382.61,15066799.58
NTW - Sacramento CA,-64007.60,9274290.60
"NTW - York, PA",-16086.55,1777249.20
NTW - Stow OH,24684.37,6326244.72
NTW - Bedford Park IL,-40460.18,5527658.74
NTW - Dunmore PA,-5976.90,4406518.65
"NTW - New Albany, IN",-4143.39,9115226.27
"NTW - Kansas City, MO",-9858.93,3091261.53
NTW - DENVER CO,-38399.03,14061238.44
NTW - ANCHORAGE,9676.63,2838853.13
NTW - COLORADO SPRINGS CO,14443.38,4305706.80
NTW - MESQUITE TX,-88902.56,7781577.96
NTW - PROVIDENCE NEW BEDF,-846.40,5891845.03
NTW - DENVER CO,-80117.63,8046924.61
NTW - JACKSON MS,-11678.43,5233149.64
NTW - PITTSBURGH,-13758.66,5024079.11
NTW - SALT LAKE CITY UT,60892.50,17053642.34
NTW - TUCSON AZ,-5162.69,5273709.46
NTW - DES MOINES AMES,-2052.31,4069326.94
NTW - LEXINGTON,557.24,3385215.71
NTW - DALLAS FT WORTH TX,-80398.18,10154494.68
NTW - DETROIT,-29638.97,6205149.71
NTW - PLAINVILLE IN,146.25,3984167.95
NTW - LOUISVILLE KY,-39361.88,5871805.61
NTW - NORMAL IL,-4713.34,4984143.64
NTW - EL PASO LAS CRUCES,-328.73,3377900.33
NTW - BURIEN WA,-4357.32,6391623.25
NTW - ATLANTA,-138709.19,6819979.79
NTW - ATLANTA,-11225.34,7247003.59
NTW - HOUSTON TX,-107298.19,9028439.87
NTW - LITTLE ROCK PINE BL,-909.13,3784540.10
NTW - DURHAM NC,13118.49,7334850.40
NTW - SHARONVILLE OH,-32970.58,4880752.94
NTW - MOBILE-PENSACOLA (F,-2203.77,4286150.06
NTW - HARTFORD & NEW HAVE,2818.71,4191910.95
NTW - MIAMI-FT. LAUDERDAL,-23583.25,7647689.96
NTW - KAPOLEI HI,-19054.09,3132528.86
NTW - OKLAHOMA CITY OK,-6668.02,7215521.72
NTW - PORTLAND OR,4018.43,5777432.59
NTW - SPOKANE WA,-9150.46,3613266.11
NTW - MEMPHIS TN,-1984.14,3835543.35
NTW - PFLUGERVILLE TX,19492.29,6185456.80
NTW - CHARLOTTE,-49710.33,8649395.41
NTW - HOUSTON,-53181.38,8617842.14
NTW - TULSA OK,-5376.74,4033869.73
NTW - BOSTON (MANCHESTER),-568.35,2525076.41
NTW - SAN ANTONIO TX,-4777.11,3293953.05
NTW - OMAHA NE,-26063.17,3294127.54
NTW - GRAND RAPIDS KALMZO,79001.46,2954064.75
NTW - KNOXVILLE TN,4244.03,3278007.16
NTW - TOLEDO OH,-6159.44,3177429.92
NTW - CHARLESTON-HUNTINGT,-2053.89,3778150.31
NTW - BURLINGTON PLATTSBU,2951.05,5548882.00
NTW - CHICAGO IL,27625.97,3223302.80
NTW - ALBUQUERQUE SANTA F,26204.38,2054330.69
NTW - TALLAHASSEE THOMASV,5920.44,2746436.04
NTW - ST. LOUIS MO,2011.47,4566654.21
NTW - NEW YORK NJ,6143.05,4468513.98
NTW - NEW YORK NY,1653.03,2785812.14
NTW - BATON ROUGE LA,15022.86,5024841.76
NTW - SPRINGFIELD MO,-21184.14,7551076.76
NTW - SHREVEPORT LA,-662.35,2289225.10
NTW - LOS ANGELES CA,20754.52,5750496.20
NTW - MILWAUKEE WI,-3417.54,3739963.26
NTW - HARRISBURG-LNCSTR-L,-15175.16,4686377.10
NTW - SAN DIEGO CA,47566.34,3543586.57
NTW - LAS VEGAS NV,-8130.69,3286647.18
NTW - KANSAS CITY MO,-9463.70,9782358.58
NTW - MINNEAPOLIS-ST. PAU,7704.56,6110984.36
NTW - MYRTLE BEACH-FLOREN,-5399.54,4362159.38
NTW - COLUMBIA SC,-6501.84,2743105.16
NTW - LUBBOCK TX,-106918.61,6879928.84
NTW - SAN FRANCISCO-OAK-S,37910.37,5396160.71
"NTW - Albany, GA",11268.68,3424973.41
NTW - WORCESTER MA,11240.55,4916807.36
"NTW - Halethorpe, MD",-7917.22,8850121.75
"NTW - Dothan, AL",6639.83,4932681.19
NTW - Florence SC,-19374.01,4768917.10
"NTW - Gainesville, GA",-21558.34,4177093.79
"NTW - Greer, SC",12620.15,6644130.13
"NTW - Grovetown, GA",-22.00,4371720.10
"NTW - Jacksonville, FL",-30719.48,7564760.99
"NTW - Macon, GA",3894.16,3460232.01
"NTW - Orlando, FL",-46256.69,5787503.92
"NTW - Savannah, GA",5769.74,3871726.39
"NTW - Richmond, VA",12813.79,5711340.34
"NTW - WPB, FL",19938.12,7490499.22
NTW - Roanoke VA,-4555.33,4930228.41
"NTW - Tampa, FL",2531.82,7656206.92
NTW - Birmingham AL,32104.28,8109803.57
NTW - Greensboro NC,8943.70,5432571.86
"NTW - Norfolk, VA",-48708.04,5120034.23
"NTW - FT MYERS, FL",-14691.09,6451478.77
NTW - San Antonio TX,-142699.42,3734430.56
"NTW - Longview, TX",669.46,2326010.97
"NTW - Marietta, GA",5274.34,6043602.05
"NTW - Charleston, SC",49330.99,5261134.19
"NTW - Auburn, ME",-76626.45,5917713.96
"NTW - Manassas, VA",-23482.91,7127426.06
NTW - Ocoee TN,-34750.77,2978061.10
"NTW - Knoxville, TN",43497.82,3930058.19
"NTW - Rochester, NY",-78087.63,4448932.15
"NTW - Colonie, NY",-103335.49,5236088.03
"NTW - Nashville, TN",1022.11,6600162.58
"NTW - Montgomery, AL",-4024.19,6516436.60
"NTW - Wichita, KS",9106.10,5975465.35
NTW - Santa Fe Springs CA,-117555.78,6769575.99
NTW - Glendale IL,45270.10,7339252.89
"NTW - Lansdale, PA",76767.61,6898766.86
"NTW - Lockbourne, OH",-7109.54,6040933.65
NTW - Benicia CA,17347.24,13269186.87
NTW - Columbia MO,-15489.11,2455623.49
"NTW - Redlands, CA",-79310.62,18142023.65
"NTW - Fresno, CA",7131.16,7114379.54
"NTW - Tolleson, AZ",-155158.17,15137338.60
NTW - Sacramento CA,-68599.82,8301971.27
"NTW - York, PA",-12731.91,1750819.72
NTW - Stow OH,25579.26,6488017.54
NTW - Bedford Park IL,-28826.52,5473626.63
NTW - Dunmore PA,-5533.03,4422297.47
"NTW - New Albany, IN",-4658.95,9104851.49
"NTW - Kansas City, MO",-9858.93,3090076.04
NTW - DENVER CO,-39830.07,13558113.58
NTW - ANCHORAGE,18802.15,2895652.99
NTW - COLORADO SPRINGS CO,14345.13,4280851.30
NTW - MESQUITE TX,-84466.96,7632377.51
NTW - PROVIDENCE NEW BEDF,-846.40,5329317.47
NTW - DENVER CO,-80181.51,7778530.63
NTW - JACKSON MS,-16540.68,5203355.56
NTW - PITTSBURGH,-12741.66,4813320.39
NTW - SALT LAKE CITY UT,37782.82,15046671.92
NTW - TUCSON AZ,-5077.93,5282386.42
NTW - DES MOINES AMES,-2349.39,3979086.31
NTW - LEXINGTON,215.72,3278314.51
NTW - DALLAS FT WORTH TX,-66196.69,9811992.38
NTW - DETROIT,-30683.43,5850639.10
NTW - PLAINVILLE IN,634.30,3853777.73
NTW - LOUISVILLE KY,-34209.34,5799292.31
NTW - NORMAL IL,-4385.98,5139175.80
NTW - EL PASO LAS CRUCES,-629.33,3279842.25
NTW - BURIEN WA,-4357.32,5529558.16
NTW - ATLANTA,-133050.25,6848381.17
NTW - ATLANTA,-8349.00,7272198.62
NTW - HOUSTON TX,-107379.83,8653978.62
NTW - LITTLE ROCK PINE BL,-1305.58,3869807.18
NTW - DURHAM NC,12875.16,7242050.79
NTW - SHARONVILLE OH,-33723.49,4580390.07
NTW - MOBILE-PENSACOLA (F,-2417.32,4471879.65
NTW - HARTFORD & NEW HAVE,481.86,3963970.96
NTW - MIAMI-FT. LAUDERDAL,-8074.82,7364626.59
NTW - KAPOLEI HI,-19159.32,3113929.46
NTW - OKLAHOMA CITY OK,-4478.76,7071712.52
NTW - PORTLAND OR,4018.43,5197238.56
NTW - SPOKANE WA,-9150.46,3501637.70
NTW - MEMPHIS TN,-3388.42,3609982.61
NTW - PFLUGERVILLE TX,-2196.72,5901878.38
NTW - CHARLOTTE,-54151.76,8371860.45
NTW - HOUSTON,-54647.57,8515652.88
NTW - TULSA OK,-5231.78,3896804.52
NTW - BOSTON (MANCHESTER),-653.36,2298488.32
NTW - SAN ANTONIO TX,-4284.96,2810162.39
NTW - OMAHA NE,-26352.65,3373227.20
NTW - GRAND RAPIDS KALMZO,78021.94,3092864.47
NTW - KNOXVILLE TN,4731.68,3336139.83
NTW - TOLEDO OH,-6062.07,3123715.34
NTW - CHARLESTON-HUNTINGT,-2053.89,3872858.23
NTW - BURLINGTON PLATTSBU,2570.24,5475412.17
NTW - CHICAGO IL,27861.63,3171100.56
NTW - ALBUQUERQUE SANTA F,25436.26,1739716.84
NTW - TALLAHASSEE THOMASV,6225.68,2717347.09
NTW - ST. LOUIS MO,2404.69,4631724.24
NTW - NEW YORK NJ,6979.41,4040339.33
NTW - NEW YORK NY,1680.97,2686987.14
NTW - BATON ROUGE LA,5275.01,4915165.22
NTW - SPRINGFIELD MO,-20836.07,7579167.87
NTW - SHREVEPORT LA,-598.91,2138393.46
NTW - LOS ANGELES CA,20921.01,5171955.72
NTW - MILWAUKEE WI,-5765.41,3593098.71
NTW - HARRISBURG-LNCSTR-L,-19355.62,4688745.98
NTW - SAN DIEGO CA,47811.80,2751045.27
NTW - LAS VEGAS NV,-8385.52,3181084.78
NTW - KANSAS CITY MO,-2164.70,10025480.04
NTW - MINNEAPOLIS-ST. PAU,5467.85,5235659.61
NTW - MYRTLE BEACH-FLOREN,-4810.65,4451028.18
NTW - COLUMBIA SC,-6559.04,2668539.46
NTW - LUBBOCK TX,-106913.66,6622392.27
NTW - SAN FRANCISCO-OAK-S,38797.21,4572214.56
"NTW - Albany, GA",13124.33,3495080.98
NTW - WORCESTER MA,10612.89,5034367.19
"NTW - Halethorpe, MD",-11417.09,9392703.12
"NTW - Dothan, AL",8685.95,4998167.07
NTW - Florence SC,-11025.81,4868984.76
"NTW - Gainesville, GA",-20886.10,4297117.20
"NTW - Greer, SC",12857.79,6877565.99
"NTW - Grovetown, GA",-195.74,4518839.83
"NTW - Jacksonville, FL",-29738.05,7792121.48
"NTW - Macon, GA",4695.30,3514668.92
"NTW - Orlando, FL",-47028.51,6188222.91
"NTW - Savannah, GA",6706.02,3830353.43
"NTW - Richmond, VA",13635.10,5937582.99
"NTW - WPB, FL",15608.97,7948031.24
NTW - Roanoke VA,-4522.38,4981241.71
"NTW - Tampa, FL",2741.74,8357011.49
NTW - Birmingham AL,31397.18,8260438.17
NTW - Greensboro NC,5603.87,5561703.51
"NTW - Norfolk, VA",-49375.65,5244239.43
"NTW - FT MYERS, FL",-21943.67,6627156.37
NTW - San Antonio TX,-143191.94,3905310.77
"NTW - Longview, TX",-66.03,2238020.64
"NTW - Marietta, GA",934.89,6457454.93
"NTW - Charleston, SC",52403.22,5236547.39
"NTW - Auburn, ME",-149214.63,5849829.36
"NTW - Manassas, VA",-20296.73,7456377.82
NTW - Ocoee TN,-33262.43,3243612.72
"NTW - Knoxville, TN",42462.55,4099524.48
"NTW - Rochester, NY",-89653.30,4496216.77
"NTW - Colonie, NY",-100678.25,5998633.82
"NTW - Nashville, TN",178.53,6756341.18
"NTW - Montgomery, AL",-3238.49,6540064.74
"NTW - Wichita, KS",8861.59,6088666.52
NTW - Santa Fe Springs CA,-124013.19,6605084.10
NTW - Glendale IL,49001.58,7680182.58
"NTW - Lansdale, PA",77844.29,7352661.21
"NTW - Lockbourne, OH",-11467.88,6308760.63
NTW - Benicia CA,19324.24,13823076.25
NTW - Columbia MO,-15989.04,2617553.95
"NTW - Redlands, CA",-82051.27,18551280.60
"NTW - Fresno, CA",6819.71,7577399.93
"NTW - Tolleson, AZ",-156340.12,15830452.07
NTW - Sacramento CA,-86577.57,8515774.30
"NTW - York, PA",-11062.94,1724186.72
NTW - Stow OH,27690.05,6917050.46
NTW - Bedford Park IL,-30315.35,5598681.77
NTW - Dunmore PA,-5533.03,4358382.45
"NTW - New Albany, IN",-4534.25,9453164.37
"NTW - Kansas City, MO",-10615.30,3103598.87
NTW - DENVER CO,-42304.73,14030182.10
NTW - ANCHORAGE,10461.05,1083512.56
NTW - COLORADO SPRINGS CO,15888.22,4460312.49
NTW - MESQUITE TX,-82248.20,7791091.78
NTW - PROVIDENCE NEW BEDF,-1311.39,5522587.17
NTW - DENVER CO,-81250.92,8717507.34
NTW - JACKSON MS,-20751.10,5202712.43
NTW - PITTSBURGH,-10263.64,5057606.03
NTW - SALT LAKE CITY UT,32467.80,16083025.95
NTW - TUCSON AZ,-5508.18,5467828.77
NTW - DES MOINES AMES,-2159.68,4198259.80
NTW - LEXINGTON,838.48,3508401.07
NTW - DALLAS FT WORTH TX,70509.31,11218909.27
NTW - DETROIT,-35516.28,6957684.39
NTW - PLAINVILLE IN,-178.38,4257967.51
NTW - LOUISVILLE KY,-34176.92,6021422.07
NTW - NORMAL IL,-4447.88,5317345.88
NTW - EL PASO LAS CRUCES,-873.97,3330164.78
NTW - BURIEN WA,-4861.32,5592858.80
NTW - ATLANTA,-132203.13,7167872.69
NTW - ATLANTA,-8660.38,7512177.07
NTW - HOUSTON TX,-115320.56,9027026.14
NTW - LITTLE ROCK PINE BL,-1262.33,4128373.83
NTW - DURHAM NC,12509.57,7467105.45
NTW - SHARONVILLE OH,-37701.36,4847276.15
NTW - MOBILE-PENSACOLA (F,-1819.98,4871979.34
NTW - HARTFORD & NEW HAVE,-1.83,4297576.44
NTW - MIAMI-FT. LAUDERDAL,-6344.27,7612280.50
NTW - KAPOLEI HI,-22959.96,3103884.18
NTW - OKLAHOMA CITY OK,-5416.64,7430543.57
NTW - PORTLAND OR,3728.45,5446703.19
NTW - SPOKANE WA,-9180.86,3819659.17
NTW - MEMPHIS TN,-4607.82,3892044.87
NTW - PFLUGERVILLE TX,-3524.07,6204401.37
NTW - CHARLOTTE,-95021.63,8704793.86
NTW - HOUSTON,-53493.72,8615426.21
NTW - TULSA OK,-5736.41,4185233.22
NTW - BOSTON (MANCHESTER),-653.36,2563032.63
NTW - OMAHA NE,-25965.87,3645471.92
NTW - GRAND RAPIDS KALMZO,76829.40,3268448.24
NTW - KNOXVILLE TN,4785.95,3646534.26
NTW - TOLEDO OH,-5440.15,3459644.96
NTW - CHARLESTON-HUNTINGT,-2952.69,4086588.34
NTW - BURLINGTON PLATTSBU,-13874.61,5698432.54
NTW - CHICAGO IL,27619.85,3465160.87
NTW - ALBUQUERQUE SANTA F,25436.26,2206233.33
NTW - TALLAHASSEE THOMASV,4872.02,2769678.73
NTW - ST. LOUIS MO,-57.56,4922927.40
NTW - NEW YORK NJ,6768.74,4544665.43
NTW - NEW YORK NY,1522.70,603760.60
NTW - BATON ROUGE LA,6897.76,5043212.60
NTW - SPRINGFIELD MO,-22142.50,8114625.32
NTW - SHREVEPORT LA,-902.91,2308379.01
NTW - LOS ANGELES CA,20332.30,5064804.50
NTW - MILWAUKEE WI,-6012.01,3993738.40
NTW - HARRISBURG-LNCSTR-L,-20750.39,4930786.01
NTW - LAS VEGAS NV,-7812.64,3575433.83
NTW - KANSAS CITY MO,-1344.55,10497195.82
NTW - MINNEAPOLIS-ST. PAU,5327.87,5627430.24
NTW - MYRTLE BEACH-FLOREN,-5080.83,4649205.18
NTW - COLUMBIA SC,-6954.17,2793251.97
NTW - LUBBOCK TX,-105519.93,6903565.62
NTW - SAN FRANCISCO-OAK-S,38462.90,4522033.31
"NTW - Albany, GA",14256.79,3608238.70
NTW - WORCESTER MA,12493.18,5265862.16
"NTW - Halethorpe, MD",-10953.13,9942514.22
"NTW - Dothan, AL",7702.24,5049659.78
NTW - Florence SC,-13310.16,4941952.19
"NTW - Gainesville, GA",-20287.01,4577303.46
"NTW - Greer, SC",13903.89,6901858.72
"NTW - Grovetown, GA",-391.81,4591234.00
"NTW - Jacksonville, FL",-30841.95,8169503.94
"NTW - Macon, GA",4913.77,3512251.22
"NTW - Orlando, FL",-47612.08,6525786.03
"NTW - Savannah, GA",7897.88,3888524.62
"NTW - Richmond, VA",16304.02,6211731.41
"NTW - WPB, FL",14817.10,8269104.61
NTW - Roanoke VA,2739.10,5126081.64
"NTW - Tampa, FL",1562.62,8507495.85
NTW - Birmingham AL,36716.38,8387012.81
NTW - Greensboro NC,12877.20,5870251.31
"NTW - Norfolk, VA",-49076.13,5361617.88
"NTW - FT MYERS, FL",-24048.33,6864680.30
NTW - San Antonio TX,-142809.33,3915387.37
"NTW - Longview, TX",7231.70,2359090.66
"NTW - Marietta, GA",-2055.84,6651291.55
"NTW - Charleston, SC",50477.10,5487794.81
"NTW - Auburn, ME",-236778.96,5919809.86
"NTW - Manassas, VA",-20159.86,7744562.65
NTW - Ocoee TN,-30345.61,3402586.85
"NTW - Knoxville, TN",40686.41,4196946.37
"NTW - Rochester, NY",-96623.72,5116141.41
"NTW - Colonie, NY",-83066.11,6443430.27
"NTW - Nashville, TN",2067.63,7156730.56
"NTW - Montgomery, AL",7672.37,6598797.56
"NTW - Wichita, KS",7388.46,6255900.91
NTW - Santa Fe Springs CA,-138174.57,6958964.06
NTW - Glendale IL,49700.90,7889990.92
"NTW - Lansdale, PA",79758.61,7869222.63
"NTW - Lockbourne, OH",-19636.67,6478909.92
NTW - Benicia CA,48887.80,13980060.81
NTW - Columbia MO,-13126.66,2544745.40
"NTW - Redlands, CA",-83765.64,19741103.46
"NTW - Fresno, CA",7680.00,7392911.87
"NTW - Tolleson, AZ",-153585.88,15995947.33
NTW - Sacramento CA,-107740.06,9308778.04
"NTW - York, PA",-9577.18,1820975.73
NTW - Stow OH,38040.52,7556059.50
NTW - Bedford Park IL,-30309.49,5929033.25
NTW - Dunmore PA,-5533.03,4594407.07
"NTW - New Albany, IN",-9230.21,9482147.64
"NTW - Kansas City, MO",-10852.60,3224645.86
NTW - DENVER CO,-51269.04,14430492.95
NTW - ANCHORAGE,11723.48,3133606.25
NTW - COLORADO SPRINGS CO,28163.56,4773538.81
NTW - MESQUITE TX,-83516.58,7957278.04
NTW - PROVIDENCE NEW BEDF,-1244.48,6145030.58
NTW - DENVER CO,-74537.65,9555460.65
NTW - JACKSON MS,-19099.10,5130020.88
NTW - PITTSBURGH,-13078.28,5321994.01
NTW - SALT LAKE CITY UT,47711.34,17965432.41
NTW - TUCSON AZ,-5605.38,5436344.24
NTW - DES MOINES AMES,-4185.07,4524482.81
NTW - LEXINGTON,720.10,3666102.71
NTW - DALLAS FT WORTH TX,69342.13,11587631.86
NTW - DETROIT,-34700.97,7988259.72
NTW - PLAINVILLE IN,-33.94,4600769.87
NTW - LOUISVILLE KY,-34183.27,6292848.82
NTW - NORMAL IL,-4631.75,5266384.84
NTW - EL PASO LAS CRUCES,-873.97,3229627.62
NTW - BURIEN WA,-4531.78,6035985.04
NTW - ATLANTA,-153067.05,7082623.75
NTW - ATLANTA,-9741.82,7892744.44
NTW - HOUSTON TX,-125028.24,9228635.77
NTW - LITTLE ROCK PINE BL,-1500.79,4296162.78
NTW - DURHAM NC,13513.85,7849747.95
NTW - SHARONVILLE OH,-38019.41,5411694.67
NTW - MOBILE-PENSACOLA (F,-990.54,5524478.17
NTW - HARTFORD & NEW HAVE,110.13,4549272.13
NTW - MIAMI-FT. LAUDERDAL,-6929.00,7884601.10
NTW - SAN DIEGO,575.59,2489959.77
NTW - KAPOLEI HI,-26033.93,2896403.50
NTW - OKLAHOMA CITY OK,-6662.72,7655377.72
NTW - PORTLAND OR,3847.25,5856009.06
NTW - SPOKANE WA,-9096.30,4139513.80
NTW - MEMPHIS TN,-6052.69,3906547.02
NTW - PFLUGERVILLE TX,-1957.08,6401749.38
NTW - CHARLOTTE,-95211.91,9080306.72
NTW - HOUSTON,-80369.09,8793697.01
NTW - TULSA OK,-5847.75,4563426.06
NTW - BOSTON (MANCHESTER),-2227.48,2922879.54
NTW - OMAHA NE,-17997.95,3913958.02
NTW - GRAND RAPIDS KALMZO,76048.52,4153464.20
NTW - KNOXVILLE TN,4627.05,3771787.03
NTW - TOLEDO OH,-5211.06,3929420.65
NTW - CHARLESTON-HUNTINGT,-3194.13,4221952.00
NTW - BURLINGTON PLATTSBU,-20243.34,5994610.88
NTW - CHICAGO IL,26469.86,3824805.13
NTW - ALBUQUERQUE SANTA F,25436.26,2398726.35
NTW - TALLAHASSEE THOMASV,4654.27,2897507.46
NTW - ST. LOUIS MO,-1819.27,5269903.22
NTW - NEW YORK NJ,6833.60,4901398.03
NTW - NEW YORK NY,2144.12,2973865.36
NTW - BATON ROUGE LA,6815.56,5124578.26
NTW - SPRINGFIELD MO,-22743.12,8279221.97
NTW - SHREVEPORT LA,-1315.82,2311135.13
NTW - LOS ANGELES CA,20276.94,5676900.56
NTW - MILWAUKEE WI,-5527.41,4528300.48
NTW - HARRISBURG-LNCSTR-L,-18886.72,5210836.25
NTW - LAS VEGAS NV,-8410.22,3558639.00
NTW - KANSAS CITY MO,-3114.58,11228229.51
NTW - MINNEAPOLIS-ST. PAU,4526.75,6548981.38
NTW - MYRTLE BEACH-FLOREN,-3762.82,4699224.79
NTW - COLUMBIA SC,-6427.10,2977244.94
NTW - LUBBOCK TX,-104668.37,7027535.88
NTW - SAN FRANCISCO-OAK-S,42982.69,4395730.03
"NTW - Albany, GA",12619.38,3525649.28
NTW - WORCESTER MA,12627.96,5521124.68
"NTW - Halethorpe, MD",-1544.51,10056817.44
"NTW - Dothan, AL",9420.98,4994794.48
NTW - Florence SC,-12979.47,4865940.85
"NTW - Gainesville, GA",-14071.45,4647354.87
"NTW - Greer, SC",9427.01,6867080.05
"NTW - Grovetown, GA",-315.27,4485767.23
"NTW - Jacksonville, FL",-29388.36,8380116.28
"NTW - Macon, GA",5868.97,3497318.26
"NTW - Orlando, FL",-57070.45,6089395.23
"NTW - Savannah, GA",8111.52,3787968.61
"NTW - Richmond, VA",16698.05,6127504.84
"NTW - WPB, FL",23486.31,8216962.10
NTW - Roanoke VA,21938.41,5194953.72
"NTW - Tampa, FL",4435.42,8552680.76
NTW - Birmingham AL,39298.71,8243012.22
NTW - Greensboro NC,19061.22,6290879.60
"NTW - Norfolk, VA",-48583.59,5333391.74
"NTW - FT MYERS, FL",-31013.78,6726101.95
NTW - San Antonio TX,-144653.80,113543.72
