WH Name,Variacion absoluta,inventario
"NTW - Dothan, AL",1349.87,5032712.09
NTW - Florence SC,-10778.70,4259347.20
"NTW - Gainesville, GA",5731.98,3716891.30
"NTW - Greer, SC",2474.12,6473963.26
"NTW - Grovetown, GA",-201.66,3866502.99
"NTW - Jacksonville, FL",-40239.37,6771309.44
"NTW - Macon, GA",1433.72,3277113.88
"NTW - Orlando, FL",-25964.41,5255822.41
"NTW - Savannah, GA",-1691.77,3643365.53
"NTW - Richmond, VA",7141.80,5630096.98
"NTW - WPB, FL",-2469.23,6955306.00
NTW - Roanoke VA,-6338.75,5104213.41
"NTW - Tampa, FL",3850.45,6972466.44
NTW - Birmingham AL,-3168.31,7624544.47
NTW - Greensboro NC,-2969.73,5866039.33
"NTW - Norfolk, VA",-60963.81,5178464.48
"NTW - FT MYERS, FL",-43985.27,6280505.32
NTW - San Antonio TX,-76691.04,4601392.58
"NTW - Longview, TX",-953.34,1743414.75
"NTW - Marietta, GA",-43598.72,4651975.84
"NTW - Charleston, SC",14723.93,4588386.45
"NTW - Auburn, ME",-62551.10,6440391.13
"NTW - Manassas, VA",-6797.08,6383658.08
NTW - Ocoee TN,-13050.43,3022355.92
"NTW - Knoxville, TN",-980.43,3914506.84
"NTW - Rochester, NY",4321.70,5843182.37
"NTW - Colonie, NY",-25920.41,6540480.33
"NTW - Nashville, TN",3637.51,6282888.90
"NTW - Montgomery, AL",-3782.32,6943985.58
"NTW - Wichita, KS",3008.82,6026705.56
NTW - Santa Fe Springs CA,-49422.48,5940570.43
NTW - Glendale IL,40458.23,6331298.54
"NTW - Lansdale, PA",70936.61,7227949.17
"NTW - Houston,TX",-18964.73,4773323.50
NTW - Dallas TX,41592.75,9876708.96
"NTW - Lockbourne, OH",-21376.89,6486635.45
NTW - Benicia CA,-400.60,13571594.37
NTW - Columbia MO,-11039.40,2524624.83
"NTW - Redlands, CA",-83403.41,18462380.47
"NTW - Fresno, CA",6205.18,6808257.44
"NTW - Tolleson, AZ",-72812.83,13887514.05
NTW - Sacramento CA,-55333.82,7968550.73
NTW - Stow OH,29429.88,7780861.27
NTW - Bedford Park IL,966.48,4503963.95
NTW - Dunmore PA,-957.19,4070452.63
"NTW - New Albany, IN",-34528.77,8576810.68
"NTW - Kansas City, MO",-456.29,2942091.66
NTW - DENVER CO,-13868.35,11522064.99
NTW - ANCHORAGE,1869.46,3331860.54
NTW - COLORADO SPRINGS CO,5481.34,4102558.44
NTW - MESQUITE TX,-75979.57,6609243.71
NTW - PROVIDENCE NEW BEDF,5284.77,4893244.35
NTW - DENVER CO,-22200.23,7622267.27
NTW - JACKSON MS,4305.03,5486236.18
NTW - PITTSBURGH,-11967.79,4863466.40
NTW - SALT LAKE CITY UT,-43544.70,13882095.83
NTW - TUCSON AZ,-3632.14,4667849.43
NTW - DES MOINES AMES,-206.01,3612301.93
NTW - LEXINGTON,806.52,3199172.56
NTW - DETROIT,-4373.67,6317992.44
NTW - PLAINVILLE IN,1085.77,2552622.13
NTW - LOUISVILLE KY,-45643.13,5811139.78
NTW - NORMAL IL,-490.32,2663210.03
NTW - BURIEN WA,-790.43,2858346.81
NTW - ATLANTA,-47506.15,5841142.31
NTW - ATLANTA,3774.32,7514963.04
NTW - HOUSTON TX,8091.36,9405859.75
NTW - DURHAM NC,12544.96,6730414.98
NTW - SHARONVILLE OH,-1178.75,3583433.17
NTW - HARTFORD & NEW HAVE,-706.16,3399540.36
NTW - MIAMI-FT. LAUDERDAL,-40081.06,6906082.76
NTW - KAPOLEI HI,-18742.73,3344996.28
NTW - OKLAHOMA CITY OK,-6203.86,7454053.29
NTW - PORTLAND OR,4547.00,4953685.69
NTW - SPOKANE WA,51557.96,3155994.11
NTW - MEMPHIS TN,-638.21,3651431.49
NTW - PFLUGERVILLE TX,-3926.96,2035765.43
NTW - CHARLOTTE,-14366.32,6839201.05
NTW - LITTLE ROCK PINE BL,6741.68,3446127.91
NTW - HOUSTON TX,4093.36,4488707.25
NTW - BOSTON (MANCHESTER),-913.94,2584236.06
NTW - SAN ANTONIO TX,-2755.07,3858287.58
NTW - OMAHA NE,-35791.20,3631936.99
NTW - GRAND RAPIDS KALMZO,72883.35,3431267.57
NTW - KNOXVILLE TN,201.54,3778328.47
NTW - TOLEDO OH,-5734.19,3340782.67
NTW - DALLAS FT WORTH TX,32933.86,6203735.84
NTW - CHARLESTON-HUNTINGT,1530.95,3561642.12
NTW - BURLINGTON PLATTSBU,16454.59,6984055.81
NTW - TULSA OK,132.46,3842772.86
NTW - CHICAGO IL,24924.92,3478459.08
NTW - CHICAGO IL,-16208.49,4580907.72
NTW - ALBUQUERQUE SANTA F,49452.54,1903433.64
NTW - TALLAHASSEE THOMASV,8354.53,2557093.62
NTW - ST. LOUIS MO,2848.13,5082130.09
NTW - NEW YORK NJ,620.64,4810824.46
NTW - NEW YORK NY,-606.28,2899912.11
NTW - BATON ROUGE LA,3309.91,4162517.58
NTW - SPRINGFIELD MO,4195.99,8207151.10
NTW - SHREVEPORT LA,3363.07,2429387.95
NTW - LOS ANGELES CA,20394.66,5556015.17
NTW - MILWAUKEE WI,-5848.63,3905156.19
NTW - HARRISBURG-LNCSTR-L,-6018.16,3205470.59
NTW - MOBILE-PENSACOLA (F,4988.38,3285426.64
NTW - SAN DIEGO CA,44669.24,3572113.60
NTW - LAS VEGAS NV,-11444.06,2828447.32
NTW - KANSAS CITY MO,8642.40,8832811.42
NTW - MINNEAPOLIS-ST. PAU,8666.93,6238988.70
NTW - MYRTLE BEACH-FLOREN,-9016.02,2932681.27
NTW - COLUMBIA SC,-10810.28,2358051.82
NTW - EL PASO (LAS CRUCES,-67.52,1975958.00
NTW - LUBBOCK TX,-22218.37,6505016.74
NTW - SAN FRANCISCO-OAK-S,42713.15,4850282.95
"NTW - Albany, GA",13492.21,3639056.37
NTW - WORCESTER MA,19599.26,5113238.07
"NTW - Halethorpe, MD",-6387.24,9003243.48
"NTW - Dothan, AL",1508.45,4956877.60
NTW - Florence SC,-17862.37,4259040.54
"NTW - Gainesville, GA",2628.25,3727737.26
"NTW - Greer, SC",2068.88,6398019.72
"NTW - Grovetown, GA",-274.20,4038704.86
"NTW - Jacksonville, FL",-43370.39,7296732.09
"NTW - Macon, GA",1466.61,3348455.88
"NTW - Orlando, FL",-25944.02,5218600.86
"NTW - Savannah, GA",-2562.12,3392128.37
"NTW - Richmond, VA",9008.15,5527152.32
"NTW - WPB, FL",-1557.22,6879676.22
NTW - Roanoke VA,1287.04,4842769.75
"NTW - Tampa, FL",5305.53,6956605.30
NTW - Birmingham AL,-3363.98,7247061.10
NTW - Greensboro NC,-3770.56,5786457.90
"NTW - Norfolk, VA",-60268.03,5046098.00
"NTW - FT MYERS, FL",-44193.48,6255070.84
NTW - San Antonio TX,-74972.28,4577100.54
"NTW - Longview, TX",2946.35,1860552.44
"NTW - Marietta, GA",-40316.80,4703467.42
"NTW - Charleston, SC",14887.05,4633589.69
"NTW - Auburn, ME",-69048.34,6094615.89
"NTW - Manassas, VA",-9130.10,6600376.92
NTW - Ocoee TN,-19715.37,3168706.97
"NTW - Knoxville, TN",-1800.99,3785589.07
"NTW - Rochester, NY",-5946.51,5831616.03
"NTW - Colonie, NY",-28221.87,6491672.63
"NTW - Nashville, TN",3388.62,6309335.07
"NTW - Montgomery, AL",-8830.35,6687962.74
"NTW - Wichita, KS",2573.95,5990608.77
NTW - Santa Fe Springs CA,-55581.02,6277363.95
NTW - Glendale IL,40062.91,5955892.69
"NTW - Lansdale, PA",68089.24,7346633.70
"NTW - Houston,TX",-17048.83,4646845.19
NTW - Dallas TX,36378.88,8813845.52
"NTW - Lockbourne, OH",-20076.86,6295416.18
NTW - Benicia CA,-6104.62,13625271.21
NTW - Columbia MO,-15720.26,2534626.78
"NTW - Redlands, CA",-94095.27,18906551.69
"NTW - Fresno, CA",16515.59,6543304.56
"NTW - Tolleson, AZ",-81807.58,13149320.15
NTW - Sacramento CA,-51820.66,8498212.08
NTW - Stow OH,28653.94,7682440.17
NTW - Bedford Park IL,-696.08,4402370.90
NTW - Dunmore PA,-1402.08,3962578.79
"NTW - New Albany, IN",-35359.01,8727382.93
"NTW - Kansas City, MO",-751.56,2893710.06
NTW - DENVER CO,-19041.20,12076724.14
NTW - ANCHORAGE,27542.24,3837229.06
NTW - COLORADO SPRINGS CO,5449.38,4171672.65
NTW - MESQUITE TX,-76572.76,6564675.46
NTW - PROVIDENCE NEW BEDF,2167.35,4930244.03
NTW - DENVER CO,-48856.63,6985609.67
NTW - JACKSON MS,3574.03,5454274.44
NTW - PITTSBURGH,-11843.53,4960704.47
NTW - SALT LAKE CITY UT,-43747.61,14599538.82
NTW - TUCSON AZ,-4405.37,4807220.36
NTW - DES MOINES AMES,-49.51,3683579.53
NTW - LEXINGTON,794.96,3283794.63
NTW - DETROIT,-1874.74,6562316.62
NTW - PLAINVILLE IN,1559.93,3286310.05
NTW - LOUISVILLE KY,-43318.36,5717777.53
NTW - NORMAL IL,458.35,3452236.40
NTW - BURIEN WA,-790.43,3558546.67
NTW - ATLANTA,-47169.77,6421036.41
NTW - ATLANTA,2075.44,7459665.64
NTW - HOUSTON TX,1661.43,9508836.72
NTW - DURHAM NC,12203.31,6781622.72
NTW - SHARONVILLE OH,-1630.92,3864093.58
NTW - HARTFORD & NEW HAVE,1072.99,3423795.51
NTW - MIAMI-FT. LAUDERDAL,-26573.05,6929080.81
NTW - KAPOLEI HI,-19450.36,2938433.53
NTW - OKLAHOMA CITY OK,-7926.19,7092634.60
NTW - PORTLAND OR,4750.31,5019803.15
NTW - SPOKANE WA,51411.38,3558255.23
NTW - MEMPHIS TN,-1028.77,3698419.67
NTW - PFLUGERVILLE TX,-8380.07,4119717.60
NTW - CHARLOTTE,-9429.66,7620241.22
NTW - LITTLE ROCK PINE BL,6458.10,3415012.91
NTW - HOUSTON TX,310.49,4324707.30
NTW - BOSTON (MANCHESTER),-913.94,2752131.57
NTW - SAN ANTONIO TX,865.66,3183572.83
NTW - OMAHA NE,-34027.96,3625228.00
NTW - GRAND RAPIDS KALMZO,70962.55,3454742.80
NTW - KNOXVILLE TN,-654.65,3729683.28
NTW - TOLEDO OH,-5940.30,3121075.63
NTW - DALLAS FT WORTH TX,27746.72,5958165.26
NTW - CHARLESTON-HUNTINGT,1774.75,3510861.51
NTW - BURLINGTON PLATTSBU,16856.35,7420148.44
NTW - TULSA OK,-1640.70,3673154.54
NTW - CHICAGO IL,24924.92,3506504.56
NTW - CHICAGO IL,-17784.68,4355294.69
NTW - ALBUQUERQUE SANTA F,49452.54,1918107.52
NTW - TALLAHASSEE THOMASV,6000.18,2573449.11
NTW - ST. LOUIS MO,3184.76,4885210.07
NTW - NEW YORK NJ,620.64,4609686.67
NTW - NEW YORK NY,-1014.01,2791179.33
NTW - BATON ROUGE LA,3467.10,4284989.18
NTW - SPRINGFIELD MO,13013.18,7932120.59
NTW - SHREVEPORT LA,3263.11,2110692.49
NTW - LOS ANGELES CA,20394.66,5048889.00
NTW - MILWAUKEE WI,-7383.78,4043115.82
NTW - HARRISBURG-LNCSTR-L,-6483.30,3622501.58
NTW - MOBILE-PENSACOLA (F,6048.75,3334373.69
NTW - SAN DIEGO CA,44050.83,3624804.83
NTW - LAS VEGAS NV,-11694.55,2913527.70
NTW - KANSAS CITY MO,7777.19,8620566.65
NTW - MINNEAPOLIS-ST. PAU,6445.32,6391125.33
NTW - MYRTLE BEACH-FLOREN,-10748.91,3191451.71
NTW - COLUMBIA SC,-10562.79,2659930.42
NTW - EL PASO (LAS CRUCES,-67.52,2101093.88
NTW - LUBBOCK TX,-20158.77,6244915.43
NTW - SAN FRANCISCO-OAK-S,42713.15,4773593.46
"NTW - Albany, GA",11144.89,3477432.36
NTW - WORCESTER MA,19819.84,5047470.40
"NTW - Halethorpe, MD",-6286.80,8717106.71
"NTW - Dothan, AL",12963.71,4724874.20
NTW - Florence SC,-20067.71,4130409.96
"NTW - Gainesville, GA",-4157.41,3687700.13
"NTW - Greer, SC",20968.10,6147932.48
"NTW - Grovetown, GA",-301.69,3974602.41
"NTW - Jacksonville, FL",-44802.05,6962687.33
"NTW - Macon, GA",1484.27,3058390.35
"NTW - Orlando, FL",-29053.81,4975856.00
"NTW - Savannah, GA",-522.95,3540871.38
"NTW - Richmond, VA",9105.16,5317709.73
"NTW - WPB, FL",0.00,6864882.49
NTW - Roanoke VA,-27815.00,4728833.96
"NTW - Tampa, FL",4459.51,6821634.94
NTW - Birmingham AL,9691.51,7096486.76
NTW - Greensboro NC,1602.39,5555036.30
"NTW - Norfolk, VA",-53030.43,4706546.80
"NTW - FT MYERS, FL",-22344.06,6157215.99
NTW - San Antonio TX,-68790.85,4234532.64
"NTW - Longview, TX",2380.64,1787324.17
"NTW - Marietta, GA",-28901.25,4735291.73
"NTW - Charleston, SC",14267.76,4361466.29
"NTW - Auburn, ME",-79291.41,5869388.18
"NTW - Manassas, VA",-12070.71,6274717.28
NTW - Ocoee TN,-21269.51,2639419.89
"NTW - Knoxville, TN",-510.30,3610662.15
"NTW - Rochester, NY",-2743.75,5511289.98
"NTW - Colonie, NY",-36227.46,6057697.73
"NTW - Nashville, TN",2818.64,6076104.58
"NTW - Montgomery, AL",-2577.91,6510531.42
"NTW - Wichita, KS",2616.24,5938230.43
NTW - Santa Fe Springs CA,-56200.10,5937296.10
NTW - Glendale IL,38680.11,6006843.19
"NTW - Lansdale, PA",66804.84,6520669.88
"NTW - Houston,TX",-21312.51,4379319.87
NTW - Dallas TX,38408.99,9353546.60
"NTW - Lockbourne, OH",-20752.15,6035369.95
NTW - Benicia CA,-1371.31,12900395.56
NTW - Columbia MO,-16603.19,2316754.10
"NTW - Redlands, CA",-74831.25,18772484.52
"NTW - Fresno, CA",5217.07,6482288.52
"NTW - Tolleson, AZ",-88738.25,12943125.82
NTW - Sacramento CA,-45810.86,8097358.30
NTW - Stow OH,31825.40,7351659.63
NTW - Bedford Park IL,-1654.94,4446654.03
NTW - Dunmore PA,-2074.26,3837192.12
"NTW - New Albany, IN",-37523.18,9003795.03
"NTW - Kansas City, MO",-952.76,2773539.35
NTW - DENVER CO,-16642.57,13015732.28
NTW - ANCHORAGE,11140.24,3990905.98
NTW - COLORADO SPRINGS CO,8025.03,3918426.72
NTW - MESQUITE TX,-82264.37,6023319.95
NTW - PROVIDENCE NEW BEDF,1963.20,5149160.82
NTW - DENVER CO,-58017.51,6841992.93
NTW - JACKSON MS,62.71,5306067.28
NTW - PITTSBURGH,-11350.94,5112707.51
NTW - SALT LAKE CITY UT,-6449.74,14705137.22
NTW - TUCSON AZ,-4625.66,4617262.73
NTW - DES MOINES AMES,-52.57,3644687.41
NTW - LEXINGTON,771.61,3307553.14
NTW - DETROIT,-2067.47,6282963.38
NTW - PLAINVILLE IN,1187.81,3360964.30
NTW - LOUISVILLE KY,-44197.03,5829192.98
NTW - NORMAL IL,174.79,3670463.68
NTW - BURIEN WA,-790.43,3534991.82
NTW - ATLANTA,-47772.42,6380003.19
NTW - ATLANTA,652.82,7240792.33
NTW - HOUSTON TX,10921.86,8901953.30
NTW - DURHAM NC,12643.10,6847967.49
NTW - SHARONVILLE OH,-5406.63,3844737.65
NTW - HARTFORD & NEW HAVE,967.46,3417652.06
NTW - MIAMI-FT. LAUDERDAL,-23889.67,6602747.20
NTW - KAPOLEI HI,-16667.10,2777726.99
NTW - OKLAHOMA CITY OK,-8308.49,7181475.75
NTW - PORTLAND OR,4750.31,5126031.74
NTW - SPOKANE WA,51541.36,3339290.21
NTW - MEMPHIS TN,-448.31,3656505.29
NTW - PFLUGERVILLE TX,-7461.44,4593063.93
NTW - CHARLOTTE,-76213.76,7436418.50
NTW - LITTLE ROCK PINE BL,71342.57,3336264.46
NTW - HOUSTON TX,5996.17,4369669.20
NTW - BOSTON (MANCHESTER),-913.94,2653070.35
NTW - SAN ANTONIO TX,-4045.55,2871452.63
NTW - OMAHA NE,-33159.42,3479647.02
NTW - GRAND RAPIDS KALMZO,72989.56,2931782.25
NTW - KNOXVILLE TN,9372.62,3545969.07
NTW - TOLEDO OH,-6044.61,2808116.68
NTW - DALLAS FT WORTH TX,30479.48,6053306.51
NTW - CHARLESTON-HUNTINGT,1675.03,3585670.06
NTW - BURLINGTON PLATTSBU,16839.70,7743520.01
NTW - TULSA OK,6250.26,3322205.50
NTW - CHICAGO IL,24568.26,3246166.73
NTW - CHICAGO IL,-18223.57,4040793.90
NTW - ALBUQUERQUE SANTA F,49440.77,1918450.02
NTW - TALLAHASSEE THOMASV,5580.50,2653142.81
NTW - ST. LOUIS MO,1851.00,4607588.85
NTW - NEW YORK NJ,863.24,4459540.80
NTW - NEW YORK NY,-1352.92,2750541.19
NTW - BATON ROUGE LA,5205.06,4313751.39
NTW - SPRINGFIELD MO,11653.70,7702478.13
NTW - SHREVEPORT LA,3137.65,2198597.72
NTW - LOS ANGELES CA,20394.66,4705589.48
NTW - MILWAUKEE WI,-7395.48,3726424.58
NTW - HARRISBURG-LNCSTR-L,-5397.01,4000381.36
NTW - MOBILE-PENSACOLA (F,5597.61,3223194.11
NTW - SAN DIEGO CA,43875.79,3455573.65
NTW - LAS VEGAS NV,-12141.67,2785920.29
NTW - KANSAS CITY MO,3809.20,8696801.22
NTW - MINNEAPOLIS-ST. PAU,5073.35,6152103.96
NTW - MYRTLE BEACH-FLOREN,-18443.52,3064854.99
NTW - COLUMBIA SC,-10744.75,2645413.65
NTW - EL PASO (LAS CRUCES,-67.52,2098134.29
NTW - LUBBOCK TX,-18667.15,6197567.51
NTW - SAN FRANCISCO-OAK-S,43692.35,4434804.86
"NTW - Albany, GA",7168.65,3413756.28
NTW - WORCESTER MA,19462.93,5012233.23
"NTW - Halethorpe, MD",-7153.87,8477742.98
"NTW - Dothan, AL",13245.25,4609599.60
NTW - Florence SC,-21730.18,4149717.44
"NTW - Gainesville, GA",-4838.45,3734651.51
"NTW - Greer, SC",19328.74,6161543.70
"NTW - Grovetown, GA",-624.04,4020801.66
"NTW - Jacksonville, FL",-44714.04,7006256.97
"NTW - Macon, GA",2414.47,3062040.30
"NTW - Orlando, FL",-32401.50,5124934.13
"NTW - Savannah, GA",271.49,3448266.49
"NTW - Richmond, VA",10259.59,5182288.35
"NTW - WPB, FL",-1972.63,6872506.93
NTW - Roanoke VA,-28097.24,4700041.96
"NTW - Tampa, FL",3557.48,6877864.78
NTW - Birmingham AL,4904.50,7095129.22
NTW - Greensboro NC,106.59,5655379.87
"NTW - Norfolk, VA",-54028.35,4724583.40
"NTW - FT MYERS, FL",-22893.16,6096394.42
NTW - San Antonio TX,-118791.84,4041343.42
"NTW - Longview, TX",1972.05,1669206.85
"NTW - Marietta, GA",-60972.22,4727434.59
"NTW - Charleston, SC",7843.01,4318761.29
"NTW - Auburn, ME",-79736.48,6264068.28
"NTW - Manassas, VA",-31828.71,6286558.25
NTW - Ocoee TN,-31427.69,2669592.86
"NTW - Knoxville, TN",-3028.78,3623448.59
"NTW - Rochester, NY",-6936.31,5312406.13
"NTW - Colonie, NY",-55702.94,6118487.07
"NTW - Nashville, TN",1132.04,6023401.62
"NTW - Montgomery, AL",-4396.57,6595636.18
"NTW - Wichita, KS",2779.19,5918704.89
NTW - Santa Fe Springs CA,-57184.89,6031254.90
NTW - Glendale IL,38957.54,6042624.74
"NTW - Lansdale, PA",64993.79,6311601.76
"NTW - Houston,TX",-19040.53,4401377.53
NTW - Dallas TX,37909.38,9011929.34
"NTW - Lockbourne, OH",-16751.72,5975505.01
NTW - Benicia CA,-2701.73,12378994.77
NTW - Columbia MO,-18077.66,2324421.62
"NTW - Redlands, CA",-73353.77,17960141.48
"NTW - Fresno, CA",-3008.44,6216963.73
"NTW - Tolleson, AZ",-92893.13,12580840.78
NTW - Sacramento CA,-47094.97,7871842.65
NTW - Stow OH,33233.64,7224647.14
NTW - Bedford Park IL,-1901.82,4518314.43
NTW - Dunmore PA,-2521.79,3966208.84
"NTW - New Albany, IN",-37910.13,9123168.39
"NTW - Kansas City, MO",-1136.59,2724377.16
NTW - DENVER CO,-18007.18,13285806.25
NTW - ANCHORAGE,7216.08,3970034.64
NTW - COLORADO SPRINGS CO,8029.53,3818311.84
NTW - MESQUITE TX,-82660.19,6097748.22
NTW - PROVIDENCE NEW BEDF,978.69,5093962.49
NTW - DENVER CO,-60484.21,6842778.52
NTW - JACKSON MS,1022.02,5284261.95
NTW - PITTSBURGH,-10680.32,5001590.88
NTW - SALT LAKE CITY UT,-5057.06,14474795.08
NTW - TUCSON AZ,-5328.09,4532010.00
NTW - DES MOINES AMES,122.82,3651282.85
NTW - LEXINGTON,-297.03,3280416.60
NTW - DETROIT,-1973.12,6300322.85
NTW - PLAINVILLE IN,757.58,3434797.05
NTW - LOUISVILLE KY,-42490.05,5694623.93
NTW - NORMAL IL,-898.65,4030669.02
NTW - BURIEN WA,3913.93,3177492.47
NTW - ATLANTA,-50673.00,6159645.67
NTW - ATLANTA,-949.20,7104792.36
NTW - HOUSTON TX,10160.36,8565314.15
NTW - DURHAM NC,14354.28,6858871.28
NTW - SHARONVILLE OH,-5777.17,3805100.33
NTW - HARTFORD & NEW HAVE,515.32,3483351.27
NTW - MIAMI-FT. LAUDERDAL,-24071.60,6597345.89
NTW - KAPOLEI HI,-17073.12,2996526.64
NTW - OKLAHOMA CITY OK,-8403.61,7078213.80
NTW - PORTLAND OR,4945.49,4915390.26
NTW - SPOKANE WA,51350.98,3236818.61
NTW - MEMPHIS TN,-1295.10,3577425.40
NTW - PFLUGERVILLE TX,-8136.58,4546754.61
NTW - CHARLOTTE,-76260.95,7616608.33
NTW - LITTLE ROCK PINE BL,72501.61,3323258.90
NTW - HOUSTON TX,7441.77,4518448.03
NTW - BOSTON (MANCHESTER),-913.94,2583921.67
NTW - SAN ANTONIO TX,-4725.27,2779777.54
NTW - OMAHA NE,-31578.48,3495755.31
NTW - GRAND RAPIDS KALMZO,72989.56,2807647.51
NTW - KNOXVILLE TN,9215.23,3555574.85
NTW - TOLEDO OH,-6044.61,2953198.51
NTW - DALLAS FT WORTH TX,27204.93,5992891.52
NTW - CHARLESTON-HUNTINGT,1675.03,3588709.46
NTW - BURLINGTON PLATTSBU,13498.95,7804488.44
NTW - TULSA OK,2382.50,2916556.22
NTW - CHICAGO IL,24568.26,3145295.82
NTW - CHICAGO IL,-18202.97,3953426.02
NTW - ALBUQUERQUE SANTA F,49371.64,1942207.61
NTW - TALLAHASSEE THOMASV,3279.33,2603755.13
NTW - ST. LOUIS MO,2436.27,4557823.13
NTW - NEW YORK NJ,863.24,4388383.20
NTW - NEW YORK NY,-1426.18,2565957.20
NTW - BATON ROUGE LA,4954.08,4403865.24
NTW - SPRINGFIELD MO,9931.44,7727235.18
NTW - SHREVEPORT LA,2761.03,2168449.18
NTW - LOS ANGELES CA,20394.66,4667859.43
NTW - MILWAUKEE WI,-5617.94,3657377.18
NTW - HARRISBURG-LNCSTR-L,-7039.38,4208583.78
NTW - MOBILE-PENSACOLA (F,5063.72,3123900.11
NTW - SAN DIEGO CA,43809.23,3248974.98
NTW - LAS VEGAS NV,-12141.67,2674350.73
NTW - KANSAS CITY MO,7784.53,8472155.58
NTW - MINNEAPOLIS-ST. PAU,5990.18,5991158.72
NTW - MYRTLE BEACH-FLOREN,-10746.19,3082361.29
NTW - COLUMBIA SC,-9681.65,2715824.36
NTW - EL PASO (LAS CRUCES,-256.24,1971145.98
NTW - LUBBOCK TX,-18667.15,6091398.26
NTW - SAN FRANCISCO-OAK-S,43692.35,4136078.35
"NTW - Albany, GA",-2433.88,3246243.08
NTW - WORCESTER MA,18880.16,5050566.86
"NTW - Halethorpe, MD",5518.94,8372974.29
"NTW - Dothan, AL",13194.10,4551938.38
NTW - Florence SC,-24007.07,4132481.23
"NTW - Gainesville, GA",-7523.36,3706051.44
"NTW - Greer, SC",22122.15,6050765.25
"NTW - Grovetown, GA",17.94,4066897.20
"NTW - Jacksonville, FL",-45563.53,7392177.45
"NTW - Macon, GA",2735.74,3100429.64
"NTW - Orlando, FL",-33502.65,5308695.49
"NTW - Savannah, GA",-2567.87,3444442.47
"NTW - Richmond, VA",9818.06,5206435.44
"NTW - WPB, FL",-6303.25,6884936.65
NTW - Roanoke VA,-31494.00,4664839.57
"NTW - Tampa, FL",3493.80,6850337.21
NTW - Birmingham AL,-2870.84,7141428.11
NTW - Greensboro NC,262.20,5682197.94
"NTW - Norfolk, VA",-57692.65,4645700.61
"NTW - FT MYERS, FL",-22822.15,6159977.21
NTW - San Antonio TX,-116173.27,4202020.52
"NTW - Longview, TX",1461.42,1878899.47
"NTW - Marietta, GA",-50263.62,4645047.74
"NTW - Charleston, SC",5064.46,4259285.25
"NTW - Auburn, ME",-78415.82,6247125.96
"NTW - Manassas, VA",-26691.26,6169733.57
NTW - Ocoee TN,-30853.43,2704249.49
"NTW - Knoxville, TN",-2615.33,3703237.50
"NTW - Rochester, NY",-8288.17,5406573.37
"NTW - Colonie, NY",-73811.48,6169360.07
"NTW - Nashville, TN",1501.81,6065948.93
"NTW - Montgomery, AL",-6969.95,6507390.81
"NTW - Wichita, KS",2676.62,5929671.84
NTW - Santa Fe Springs CA,-64211.08,5672560.41
NTW - Glendale IL,38770.65,6180173.17
"NTW - Lansdale, PA",61999.42,6277079.73
"NTW - Houston,TX",-26602.63,4373451.67
NTW - Dallas TX,50881.81,8905984.77
"NTW - Lockbourne, OH",-16777.57,5789854.46
NTW - Benicia CA,-4138.03,12077507.63
NTW - Columbia MO,-19408.75,2402330.81
"NTW - Redlands, CA",-75252.33,18234014.68
"NTW - Fresno, CA",-13483.83,6258767.29
"NTW - Tolleson, AZ",-102235.15,13291142.62
NTW - Sacramento CA,-63630.79,7519613.63
"NTW - York, PA",-20611.23,1930379.83
NTW - Stow OH,33074.49,7085224.78
NTW - Bedford Park IL,-1828.90,4496345.24
NTW - Dunmore PA,-3789.96,4015740.00
"NTW - New Albany, IN",-38225.64,9090227.22
"NTW - Kansas City, MO",-1643.41,2741434.82
NTW - DENVER CO,-18411.14,13469722.84
NTW - ANCHORAGE,-13122.18,3898912.39
NTW - COLORADO SPRINGS CO,7846.74,3812468.86
NTW - MESQUITE TX,-83114.30,5958905.37
NTW - PROVIDENCE NEW BEDF,1081.32,5114325.06
NTW - DENVER CO,-62467.21,6794219.17
NTW - JACKSON MS,-1995.88,5171217.84
NTW - PITTSBURGH,-10497.07,5077895.80
NTW - SALT LAKE CITY UT,-5565.88,14987689.74
NTW - TUCSON AZ,-5336.47,4674289.73
NTW - DES MOINES AMES,29.61,3649081.61
NTW - LEXINGTON,-1931.10,3274211.98
NTW - DETROIT,-3129.84,5794353.64
NTW - PLAINVILLE IN,323.99,3359375.50
NTW - LOUISVILLE KY,-40755.19,5679388.47
NTW - NORMAL IL,-1388.48,4192828.05
NTW - BURIEN WA,3528.01,2837528.40
NTW - ATLANTA,-54965.80,6391428.23
NTW - ATLANTA,-945.34,7094391.01
NTW - HOUSTON TX,8418.25,8960255.40
NTW - DURHAM NC,18127.14,6971663.42
NTW - SHARONVILLE OH,-5777.17,3738065.98
NTW - HARTFORD & NEW HAVE,716.30,3617071.75
NTW - MIAMI-FT. LAUDERDAL,-20850.08,6573322.01
NTW - KAPOLEI HI,-17687.59,2923968.19
NTW - OKLAHOMA CITY OK,-9177.61,6968161.23
NTW - PORTLAND OR,4945.49,4726473.84
NTW - SPOKANE WA,51169.93,3172999.40
NTW - MEMPHIS TN,-1605.65,3516344.35
NTW - PFLUGERVILLE TX,-8061.67,4548502.91
NTW - CHARLOTTE,-62612.77,7520437.31
NTW - LITTLE ROCK PINE BL,72531.25,3268712.74
NTW - HOUSTON TX,8258.39,4548890.29
NTW - BOSTON (MANCHESTER),-913.94,2488597.80
